ENSP,is_oncogene,is_fusion,is_TSG,is_cancer_protein
ENSP00000496052,False,False,True,True
ENSP00000493687,False,False,True,True
ENSP00000493475,False,False,True,True
ENSP00000496257,False,False,True,True
ENSP00000496524,False,False,True,True
ENSP00000494518,False,False,True,True
ENSP00000493795,False,False,True,True
ENSP00000496356,False,False,True,True
ENSP00000494887,False,False,True,True
ENSP00000496076,False,False,True,True
ENSP00000487626,False,False,True,True
ENSP00000479790,False,False,True,True
ENSP00000225792,True,True,False,True
ENSP00000504407,True,True,False,True
ENSP00000504731,True,True,False,True
ENSP00000504708,True,True,False,True
ENSP00000403085,True,True,False,True
ENSP00000464337,True,True,False,True
ENSP00000463168,True,True,False,True
ENSP00000504794,True,True,False,True
ENSP00000463903,True,True,False,True
ENSP00000503045,True,True,False,True
ENSP00000504260,True,True,False,True
ENSP00000440276,True,True,False,True
ENSP00000464566,True,True,False,True
ENSP00000462885,True,True,False,True
ENSP00000464659,True,True,False,True
ENSP00000462222,True,True,False,True
ENSP00000463975,True,True,False,True
ENSP00000464304,True,True,False,True
ENSP00000464064,True,True,False,True
ENSP00000463541,True,True,False,True
ENSP00000463101,True,True,False,True
ENSP00000464587,True,True,False,True
ENSP00000465791,True,True,False,True
ENSP00000442266,True,True,False,True
ENSP00000433704,True,True,False,True
ENSP00000478754,True,True,False,True
ENSP00000498653,True,True,False,True
ENSP00000498930,True,True,False,True
ENSP00000498320,True,True,False,True
ENSP00000422380,True,True,False,True
ENSP00000423427,True,True,False,True
ENSP00000421165,True,True,False,True
ENSP00000244776,True,True,False,True
ENSP00000498335,True,True,False,True
ENSP00000425399,True,True,False,True
ENSP00000423553,True,True,False,True
ENSP00000516052,True,False,False,True
ENSP00000263209,True,False,False,True
ENSP00000516053,True,False,False,True
ENSP00000384726,True,False,False,True
ENSP00000409625,True,False,False,True
ENSP00000433926,False,False,True,True
ENSP00000502730,False,False,True,True
ENSP00000343745,False,False,True,True
ENSP00000433060,False,False,True,True
ENSP00000501988,False,False,True,True
ENSP00000437256,False,False,True,True
ENSP00000512976,False,False,True,True
ENSP00000512977,False,False,True,True
ENSP00000512838,False,False,True,True
ENSP00000512839,False,False,True,True
ENSP00000376783,False,False,True,True
ENSP00000502591,False,False,True,True
ENSP00000435681,False,False,True,True
ENSP00000444719,False,False,True,True
ENSP00000451041,False,False,True,True
ENSP00000512840,False,False,True,True
ENSP00000452556,False,False,True,True
ENSP00000512841,False,False,True,True
ENSP00000512843,False,False,True,True
ENSP00000503351,False,True,False,True
ENSP00000254322,False,True,False,True
ENSP00000470063,False,True,False,True
ENSP00000504678,False,True,False,True
ENSP00000504352,False,True,False,True
ENSP00000471603,False,True,False,True
ENSP00000470460,False,True,False,True
ENSP00000504619,False,True,False,True
ENSP00000472886,False,True,False,True
ENSP00000471073,False,True,False,True
ENSP00000469221,False,True,False,True
ENSP00000502888,False,True,False,True
ENSP00000503810,False,True,False,True
ENSP00000503027,False,True,False,True
ENSP00000471798,False,True,False,True
ENSP00000504527,False,True,False,True
ENSP00000504186,False,True,False,True
ENSP00000503271,False,True,False,True
ENSP00000444212,False,True,False,True
ENSP00000470596,False,True,False,True
ENSP00000468734,False,False,True,True
ENSP00000347890,False,False,True,True
ENSP00000373905,False,False,True,True
ENSP00000352721,False,False,True,True
ENSP00000386192,False,False,True,True
ENSP00000467430,False,False,True,True
ENSP00000466603,False,False,True,True
ENSP00000466914,False,False,True,True
ENSP00000466621,False,False,True,True
ENSP00000264709,False,False,True,True
ENSP00000324375,False,False,True,True
ENSP00000370122,False,False,True,True
ENSP00000370132,False,False,True,True
ENSP00000508654,False,False,True,True
ENSP00000507765,False,False,True,True
ENSP00000384237,False,False,True,True
ENSP00000509807,False,False,True,True
ENSP00000510299,False,False,True,True
ENSP00000510393,False,False,True,True
ENSP00000508991,False,False,True,True
ENSP00000508911,False,False,True,True
ENSP00000384852,False,False,True,True
ENSP00000339845,False,False,True,True
ENSP00000425979,False,False,True,True
ENSP00000424161,False,False,True,True
ENSP00000422745,False,False,True,True
ENSP00000428782,False,False,True,True
ENSP00000430921,False,False,True,True
ENSP00000322898,False,True,True,True
ENSP00000370029,False,True,True,True
ENSP00000428020,False,True,True,True
ENSP00000385187,False,False,False,True
ENSP00000356655,False,False,False,True
ENSP00000442307,False,False,False,True
ENSP00000516737,False,False,True,True
ENSP00000431778,False,False,True,True
ENSP00000263360,False,False,True,True
ENSP00000500834,False,False,True,True
ENSP00000500914,False,False,True,True
ENSP00000315587,False,False,True,True
ENSP00000338186,False,False,True,True
ENSP00000436084,False,False,True,True
ENSP00000437318,False,False,True,True
ENSP00000345973,True,False,False,True
ENSP00000275493,True,False,False,True
ENSP00000415559,True,False,False,True
ENSP00000342376,True,False,False,True
ENSP00000413843,True,False,False,True
ENSP00000413354,True,False,False,True
ENSP00000514824,True,False,False,True
ENSP00000368927,False,False,False,True
ENSP00000368912,False,False,False,True
ENSP00000503596,False,True,True,True
ENSP00000504386,False,True,True,True
ENSP00000504815,False,True,True,True
ENSP00000220849,False,True,True,True
ENSP00000503965,False,True,True,True
ENSP00000503434,False,True,True,True
ENSP00000503531,False,True,True,True
ENSP00000504517,False,True,True,True
ENSP00000503667,False,True,True,True
ENSP00000429327,False,True,True,True
ENSP00000429968,False,True,True,True
ENSP00000428170,False,True,True,True
ENSP00000503133,False,True,True,True
ENSP00000504521,False,True,True,True
ENSP00000430839,False,True,True,True
ENSP00000428796,False,True,True,True
ENSP00000430678,False,True,True,True
ENSP00000430709,False,True,True,True
ENSP00000502937,False,True,True,True
ENSP00000503856,False,True,True,True
ENSP00000503038,False,True,True,True
ENSP00000504788,False,True,True,True
ENSP00000504851,False,True,True,True
ENSP00000502918,False,True,True,True
ENSP00000503845,False,True,True,True
ENSP00000503334,False,True,True,True
ENSP00000504047,False,True,True,True
ENSP00000503071,False,True,True,True
ENSP00000504404,False,True,True,True
ENSP00000504529,False,True,True,True
ENSP00000504306,False,True,True,True
ENSP00000504326,False,True,True,True
ENSP00000503785,False,True,True,True
ENSP00000430152,False,True,True,True
ENSP00000504091,False,True,True,True
ENSP00000430649,False,True,True,True
ENSP00000407504,False,True,False,True
ENSP00000415878,False,True,False,True
ENSP00000392686,False,True,False,True
ENSP00000388237,False,True,False,True
ENSP00000413529,False,True,False,True
ENSP00000326381,False,True,False,True
ENSP00000398370,False,True,False,True
ENSP00000402313,False,True,False,True
ENSP00000462571,False,True,False,True
ENSP00000352673,False,False,True,True
ENSP00000356252,False,False,True,True
ENSP00000356253,False,False,True,True
ENSP00000405162,False,False,True,True
ENSP00000311280,True,True,True,True
ENSP00000338608,True,True,True,True
ENSP00000407572,True,True,True,True
ENSP00000483628,True,True,False,True
ENSP00000350681,True,True,False,True
ENSP00000289703,True,True,False,True
ENSP00000484946,True,True,False,True
ENSP00000262809,False,True,True,True
ENSP00000475681,False,True,True,True
ENSP00000475648,False,True,True,True
ENSP00000389857,False,True,False,True
ENSP00000480955,False,True,False,True
ENSP00000394549,False,True,False,True
ENSP00000315607,False,True,False,True
ENSP00000406949,False,True,False,True
ENSP00000389206,False,True,False,True
ENSP00000392575,False,True,False,True
ENSP00000369936,False,True,False,True
ENSP00000369949,False,True,False,True
ENSP00000369958,False,True,False,True
ENSP00000403162,False,True,False,True
ENSP00000349540,False,True,False,True
ENSP00000411092,False,True,False,True
ENSP00000391129,False,True,False,True
ENSP00000252034,False,True,False,True
ENSP00000404138,False,True,False,True
ENSP00000403961,False,True,False,True
ENSP00000369926,False,True,False,True
ENSP00000369950,False,True,False,True
ENSP00000399499,False,True,False,True
ENSP00000313565,False,True,False,True
ENSP00000510104,False,True,False,True
ENSP00000508448,False,True,False,True
ENSP00000412262,False,True,False,True
ENSP00000320663,False,True,False,True
ENSP00000385059,False,True,False,True
ENSP00000384939,False,True,False,True
ENSP00000263253,False,True,True,True
ENSP00000515365,False,True,True,True
ENSP00000501078,False,True,True,True
ENSP00000515366,False,True,True,True
ENSP00000489397,False,True,True,True
ENSP00000406137,True,False,True,True
ENSP00000263734,True,False,True,True
ENSP00000337451,False,False,False,True
ENSP00000399926,False,False,False,True
ENSP00000419190,False,False,False,True
ENSP00000358309,False,False,False,True
ENSP00000505937,False,False,False,True
ENSP00000506130,False,False,False,True
ENSP00000505801,False,False,False,True
ENSP00000506654,False,False,False,True
ENSP00000505741,False,False,False,True
ENSP00000505682,False,False,False,True
ENSP00000506548,False,False,False,True
ENSP00000358303,False,False,False,True
ENSP00000516332,False,True,True,True
ENSP00000360795,False,True,True,True
ENSP00000360798,False,True,True,True
ENSP00000516333,False,True,True,True
ENSP00000516334,False,True,True,True
ENSP00000516335,False,True,True,True
ENSP00000516336,False,True,True,True
ENSP00000516337,False,True,True,True
ENSP00000474739,False,True,True,True
ENSP00000462438,True,True,False,True
ENSP00000462808,True,True,False,True
ENSP00000404047,True,True,False,True
ENSP00000463714,True,True,False,True
ENSP00000462024,True,True,False,True
ENSP00000463427,True,True,False,True
ENSP00000269571,True,True,False,True
ENSP00000463719,True,True,False,True
ENSP00000464420,True,True,False,True
ENSP00000464252,True,True,False,True
ENSP00000463002,True,True,False,True
ENSP00000385185,True,True,False,True
ENSP00000446466,True,True,False,True
ENSP00000495453,True,False,False,True
ENSP00000448636,True,False,False,True
ENSP00000449138,True,False,False,True
ENSP00000507402,True,False,False,True
ENSP00000415753,True,False,False,True
ENSP00000267101,True,False,False,True
ENSP00000448671,True,False,False,True
ENSP00000448483,True,False,False,True
ENSP00000447510,True,False,False,True
ENSP00000508051,True,False,False,True
ENSP00000408340,True,False,False,True
ENSP00000506822,True,False,False,True
ENSP00000482073,True,False,False,True
ENSP00000448946,True,False,False,True
ENSP00000448729,True,False,False,True
ENSP00000342235,True,False,True,True
ENSP00000403204,True,False,True,True
ENSP00000260943,True,False,True,True
ENSP00000405564,True,False,True,True
ENSP00000479523,False,True,False,True
ENSP00000438546,False,True,False,True
ENSP00000354158,False,True,False,True
ENSP00000465628,False,True,False,True
ENSP00000445336,False,True,False,True
ENSP00000442739,False,True,False,True
ENSP00000340054,False,True,False,True
ENSP00000380386,False,True,False,True
ENSP00000467476,False,True,False,True
ENSP00000410064,False,True,False,True
ENSP00000442976,False,True,False,True
ENSP00000468263,False,True,False,True
ENSP00000464959,False,True,False,True
ENSP00000347621,False,True,False,True
ENSP00000509777,False,True,False,True
ENSP00000510615,False,True,False,True
ENSP00000510024,False,True,False,True
ENSP00000467339,False,True,False,True
ENSP00000467196,False,True,False,True
ENSP00000375809,False,False,True,True
ENSP00000507804,False,False,True,True
ENSP00000507775,False,False,True,True
ENSP00000508260,False,False,True,True
ENSP00000507019,False,False,True,True
ENSP00000375808,False,False,True,True
ENSP00000375805,False,False,True,True
ENSP00000465593,False,False,True,True
ENSP00000431229,False,False,True,True
ENSP00000464887,False,False,True,True
ENSP00000465207,False,False,True,True
ENSP00000466998,False,False,True,True
ENSP00000285398,False,False,True,True
ENSP00000415335,False,False,True,True
ENSP00000495619,False,False,True,True
ENSP00000496038,False,False,True,True
ENSP00000390888,False,False,True,True
ENSP00000494116,False,False,True,True
ENSP00000494526,False,False,True,True
ENSP00000494545,False,False,True,True
ENSP00000494889,False,False,True,True
ENSP00000494012,False,False,True,True
ENSP00000495336,False,False,True,True
ENSP00000408901,False,False,True,True
ENSP00000496684,False,False,True,True
ENSP00000507912,False,False,True,True
ENSP00000506854,False,False,True,True
ENSP00000310520,False,False,True,True
ENSP00000459933,False,False,True,True
ENSP00000507274,False,False,True,True
ENSP00000461883,False,False,True,True
ENSP00000461322,False,False,True,True
ENSP00000498809,False,False,True,True
ENSP00000498357,False,False,True,True
ENSP00000498881,False,False,True,True
ENSP00000436083,False,False,True,True
ENSP00000498701,False,False,True,True
ENSP00000381877,True,True,False,True
ENSP00000381879,True,True,False,True
ENSP00000381871,True,True,False,True
ENSP00000381882,True,True,False,True
ENSP00000414150,True,True,False,True
ENSP00000381881,True,True,False,True
ENSP00000288319,True,True,False,True
ENSP00000396268,True,True,False,True
ENSP00000381891,True,True,False,True
ENSP00000394694,True,True,False,True
ENSP00000385373,True,True,True,True
ENSP00000342630,True,True,True,True
ENSP00000411105,True,True,True,True
ENSP00000206249,True,True,True,True
ENSP00000384064,True,True,True,True
ENSP00000394721,True,True,True,True
ENSP00000401995,True,True,True,True
ENSP00000405330,True,True,True,True
ENSP00000387500,True,True,True,True
ENSP00000415934,True,True,True,True
ENSP00000334041,False,False,True,True
ENSP00000266517,False,False,True,True
ENSP00000446292,False,False,True,True
ENSP00000439614,False,False,True,True
ENSP00000500830,False,False,True,True
ENSP00000500633,False,False,True,True
ENSP00000499814,False,False,True,True
ENSP00000384138,True,True,False,True
ENSP00000405327,True,True,False,True
ENSP00000385381,True,True,False,True
ENSP00000384085,True,True,False,True
ENSP00000242066,True,True,False,True
ENSP00000393078,True,True,False,True
ENSP00000394710,True,True,False,True
ENSP00000385551,True,True,False,True
ENSP00000413836,True,True,False,True
ENSP00000385686,True,True,False,True
ENSP00000391043,True,True,False,True
ENSP00000410819,True,True,False,True
ENSP00000406931,True,True,False,True
ENSP00000443846,True,True,False,True
ENSP00000377273,True,True,False,True
ENSP00000321835,True,True,False,True
ENSP00000440023,True,True,False,True
ENSP00000441749,True,True,False,True
ENSP00000465718,True,True,False,True
ENSP00000468636,True,True,False,True
ENSP00000466673,True,True,False,True
ENSP00000306894,True,True,False,True
ENSP00000413755,True,True,False,True
ENSP00000399707,True,True,False,True
ENSP00000389707,True,True,False,True
ENSP00000412171,True,True,False,True
ENSP00000405157,True,True,False,True
ENSP00000388737,True,True,False,True
ENSP00000379658,False,True,True,True
ENSP00000441463,False,True,True,True
ENSP00000266427,False,True,True,True
ENSP00000416171,True,True,False,True
ENSP00000330896,True,True,False,True
ENSP00000486709,True,True,False,True
ENSP00000406824,True,True,False,True
ENSP00000405947,True,True,False,True
ENSP00000327456,True,True,False,True
ENSP00000381031,True,True,False,True
ENSP00000385726,True,True,False,True
ENSP00000412670,True,True,False,True
ENSP00000395200,True,True,False,True
ENSP00000330516,True,True,False,True
ENSP00000400142,True,True,False,True
ENSP00000393637,True,True,False,True
ENSP00000331699,True,True,False,True
ENSP00000353204,True,True,False,True
ENSP00000367446,False,True,True,True
ENSP00000407299,False,True,True,True
ENSP00000400372,False,True,True,True
ENSP00000507580,False,False,True,True
ENSP00000507915,False,False,True,True
ENSP00000508361,False,False,True,True
ENSP00000379032,False,False,True,True
ENSP00000507677,False,False,True,True
ENSP00000507234,False,False,True,True
ENSP00000508226,False,False,True,True
ENSP00000431173,False,False,True,True
ENSP00000351509,False,False,True,True
ENSP00000507922,False,False,True,True
ENSP00000508332,False,False,True,True
ENSP00000342656,False,False,True,True
ENSP00000506803,False,False,True,True
ENSP00000507503,True,False,True,True
ENSP00000417377,True,False,True,True
ENSP00000320147,True,False,True,True
ENSP00000417062,True,False,True,True
ENSP00000419711,True,False,True,True
ENSP00000223193,True,False,True,True
ENSP00000506949,True,False,True,True
ENSP00000508286,True,False,True,True
ENSP00000508407,True,False,True,True
ENSP00000419050,True,False,True,True
ENSP00000419856,True,False,True,True
ENSP00000417704,True,False,True,True
ENSP00000338934,False,True,False,True
ENSP00000356042,False,True,False,True
ENSP00000301838,False,False,False,True
ENSP00000410603,False,True,False,True
ENSP00000386396,False,True,False,True
ENSP00000386568,False,True,False,True
ENSP00000386984,False,True,False,True
ENSP00000387017,False,True,False,True
ENSP00000387147,False,True,False,True
ENSP00000430601,False,True,False,True
ENSP00000430805,False,True,False,True
ENSP00000378710,False,False,False,True
ENSP00000429874,False,False,False,True
ENSP00000276737,False,False,False,True
ENSP00000160713,False,False,False,True
ENSP00000428017,False,False,False,True
ENSP00000367913,False,False,False,True
ENSP00000512522,False,False,True,True
ENSP00000373952,False,False,True,True
ENSP00000456829,False,False,True,True
ENSP00000456608,False,False,True,True
ENSP00000512523,False,False,True,True
ENSP00000454977,False,False,True,True
ENSP00000512517,False,False,True,True
ENSP00000512524,False,False,True,True
ENSP00000455969,False,False,True,True
ENSP00000512530,False,False,True,True
ENSP00000457006,False,False,True,True
ENSP00000456481,False,False,True,True
ENSP00000455974,False,False,True,True
ENSP00000454217,False,False,True,True
ENSP00000456588,False,False,True,True
ENSP00000456993,False,False,True,True
ENSP00000457970,False,False,True,True
ENSP00000457027,False,False,True,True
ENSP00000512518,False,False,True,True
ENSP00000512531,False,False,True,True
ENSP00000456762,False,False,True,True
ENSP00000457647,False,False,True,True
ENSP00000512525,False,False,True,True
ENSP00000512532,False,False,True,True
ENSP00000512533,False,False,True,True
ENSP00000512534,False,False,True,True
ENSP00000373953,False,False,True,True
ENSP00000456443,False,False,True,True
ENSP00000443675,False,False,True,True
ENSP00000443409,False,False,True,True
ENSP00000456722,False,False,True,True
ENSP00000512535,False,False,True,True
ENSP00000455946,False,False,True,True
ENSP00000455941,False,False,True,True
ENSP00000289081,False,False,True,True
ENSP00000364454,False,False,True,True
ENSP00000497735,False,False,True,True
ENSP00000479931,False,False,True,True
ENSP00000497729,False,False,True,True
ENSP00000498125,False,False,True,True
ENSP00000406908,False,False,True,True
ENSP00000497025,False,False,True,True
ENSP00000497630,False,False,True,True
ENSP00000497195,False,False,True,True
ENSP00000512510,False,False,True,True
ENSP00000497986,False,False,True,True
ENSP00000506736,False,False,True,True
ENSP00000287647,False,False,True,True
ENSP00000501999,False,False,True,True
ENSP00000502379,False,False,True,True
ENSP00000402166,False,False,True,True
ENSP00000398754,False,False,True,True
ENSP00000399354,False,False,True,True
ENSP00000486945,False,False,True,True
ENSP00000389936,False,False,True,True
ENSP00000229769,False,False,True,True
ENSP00000497902,False,False,True,True
ENSP00000512511,False,False,True,True
ENSP00000512512,False,False,True,True
ENSP00000512513,False,False,True,True
ENSP00000330875,False,False,True,True
ENSP00000412793,False,False,True,True
ENSP00000367910,False,False,True,True
ENSP00000409607,False,False,True,True
ENSP00000512821,False,False,True,True
ENSP00000512822,False,False,True,True
ENSP00000512825,False,False,True,True
ENSP00000512826,False,False,True,True
ENSP00000512827,False,False,True,True
ENSP00000512828,False,False,True,True
ENSP00000509810,False,False,True,True
ENSP00000349896,False,False,True,True
ENSP00000477997,False,False,True,True
ENSP00000513059,False,False,True,True
ENSP00000512861,False,False,True,True
ENSP00000512862,False,False,True,True
ENSP00000422453,False,False,True,True
ENSP00000512863,False,False,True,True
ENSP00000424113,False,False,True,True
ENSP00000513028,False,False,True,True
ENSP00000513104,False,False,True,True
ENSP00000512845,False,False,True,True
ENSP00000498466,False,False,True,True
ENSP00000512864,False,False,True,True
ENSP00000513060,False,False,True,True
ENSP00000512865,False,False,True,True
ENSP00000512859,False,False,True,True
ENSP00000347979,False,False,True,True
ENSP00000420975,False,False,True,True
ENSP00000423755,False,False,True,True
ENSP00000347426,False,False,True,True
ENSP00000425159,False,False,True,True
ENSP00000512812,False,False,True,True
ENSP00000512813,False,False,True,True
ENSP00000513105,False,False,True,True
ENSP00000512860,False,False,True,True
ENSP00000512834,False,False,True,True
ENSP00000513029,False,False,True,True
ENSP00000406229,False,False,True,True
ENSP00000424157,False,False,True,True
ENSP00000423801,False,False,True,True
ENSP00000421003,False,False,True,True
ENSP00000420869,False,False,True,True
ENSP00000423736,False,False,True,True
ENSP00000432586,False,False,False,True
ENSP00000387040,False,False,False,True
ENSP00000436399,False,False,False,True
ENSP00000501473,False,False,True,True
ENSP00000377862,False,False,True,True
ENSP00000335169,False,False,True,True
ENSP00000384169,False,False,True,True
ENSP00000295760,False,False,True,True
ENSP00000420164,False,False,True,True
ENSP00000420042,False,False,True,True
ENSP00000295761,False,False,True,True
ENSP00000399224,False,False,True,True
ENSP00000402692,False,False,True,True
ENSP00000385127,False,False,True,True
ENSP00000385398,False,False,True,True
ENSP00000384823,False,False,True,True
ENSP00000507789,False,False,True,True
ENSP00000428118,False,False,True,True
ENSP00000392272,False,False,True,True
ENSP00000377528,False,False,True,True
ENSP00000296555,False,False,True,True
ENSP00000474725,False,False,True,True
ENSP00000281708,False,False,True,True
ENSP00000474971,False,False,True,True
ENSP00000515367,False,False,True,True
ENSP00000515368,False,False,True,True
ENSP00000515369,False,False,True,True
ENSP00000515370,False,False,True,True
ENSP00000515371,False,False,True,True
ENSP00000474751,False,False,True,True
ENSP00000474538,False,False,True,True
ENSP00000495905,False,False,True,True
ENSP00000495702,False,False,True,True
ENSP00000495753,False,False,True,True
ENSP00000236937,True,True,False,True
ENSP00000356938,True,True,False,True
ENSP00000351497,True,True,False,True
ENSP00000271532,True,True,False,True
ENSP00000305480,False,False,True,True
ENSP00000445692,False,False,True,True
ENSP00000460402,False,False,True,True
ENSP00000410477,True,False,True,True
ENSP00000454146,True,False,True,True
ENSP00000414629,True,False,True,True
ENSP00000454089,True,False,True,True
ENSP00000377839,True,False,True,True
ENSP00000392696,True,False,True,True
ENSP00000331504,True,False,True,True
ENSP00000435811,True,False,True,True
ENSP00000395425,True,False,True,True
ENSP00000377837,True,False,True,True
ENSP00000400868,True,False,True,True
ENSP00000295727,True,True,False,True
ENSP00000497266,True,True,False,True
ENSP00000380280,True,True,False,True
ENSP00000515291,True,True,False,True
ENSP00000484553,True,True,False,True
ENSP00000340636,True,True,False,True
ENSP00000400162,True,True,False,True
ENSP00000432972,True,True,False,True
ENSP00000501514,True,True,False,True
ENSP00000501345,True,True,False,True
ENSP00000393312,True,True,False,True
ENSP00000507039,True,True,False,True
ENSP00000380302,True,True,False,True
ENSP00000348537,True,True,False,True
ENSP00000337247,True,True,False,True
ENSP00000327229,True,True,False,True
ENSP00000507997,True,True,False,True
ENSP00000507205,True,True,False,True
ENSP00000380292,True,True,False,True
ENSP00000434800,True,True,False,True
ENSP00000380297,True,True,False,True
ENSP00000435254,True,True,False,True
ENSP00000501425,True,True,False,True
ENSP00000434869,True,True,False,True
ENSP00000434712,True,True,False,True
ENSP00000433569,True,True,False,True
ENSP00000435283,True,True,False,True
ENSP00000433163,True,True,False,True
ENSP00000434473,True,True,False,True
ENSP00000392645,True,True,False,True
ENSP00000400708,True,True,False,True
ENSP00000398318,True,True,False,True
ENSP00000230248,False,True,False,True
ENSP00000516082,False,True,False,True
ENSP00000516080,False,True,False,True
ENSP00000516060,False,True,False,True
ENSP00000479115,False,True,False,True
ENSP00000516059,False,True,False,True
ENSP00000516093,False,True,False,True
ENSP00000516094,False,True,False,True
ENSP00000516079,False,True,False,True
ENSP00000516095,False,True,False,True
ENSP00000516096,False,True,False,True
ENSP00000516074,False,True,False,True
ENSP00000516042,False,True,False,True
ENSP00000516097,False,True,False,True
ENSP00000516075,False,True,False,True
ENSP00000516098,False,True,False,True
ENSP00000355812,False,True,False,True
ENSP00000516068,False,True,False,True
ENSP00000516099,False,True,False,True
ENSP00000516077,False,True,False,True
ENSP00000516078,False,True,False,True
ENSP00000516081,False,True,False,True
ENSP00000516100,False,True,False,True
ENSP00000516071,False,True,False,True
ENSP00000516072,False,True,False,True
ENSP00000516073,False,True,False,True
ENSP00000351276,True,True,False,True
ENSP00000410294,True,True,False,True
ENSP00000358057,True,True,False,True
ENSP00000350166,True,True,False,True
ENSP00000484154,True,True,False,True
ENSP00000491912,True,True,False,True
ENSP00000506848,True,True,False,True
ENSP00000309878,True,True,False,True
ENSP00000507633,True,True,False,True
ENSP00000508257,True,True,False,True
ENSP00000506847,True,True,False,True
ENSP00000474011,True,True,False,True
ENSP00000506937,True,True,False,True
ENSP00000348559,True,True,False,True
ENSP00000358056,True,True,False,True
ENSP00000474109,True,True,False,True
ENSP00000358055,True,True,False,True
ENSP00000404219,True,True,False,True
ENSP00000263451,True,True,False,True
ENSP00000353262,True,True,False,True
ENSP00000358052,True,True,False,True
ENSP00000358054,True,True,False,True
ENSP00000337665,True,True,False,True
ENSP00000352309,True,True,False,True
ENSP00000481464,True,True,False,True
ENSP00000484892,True,True,False,True
ENSP00000490905,True,True,False,True
ENSP00000507074,True,True,False,True
ENSP00000339824,True,True,False,True
ENSP00000414914,True,True,False,True
ENSP00000412903,True,True,False,True
ENSP00000420533,True,True,False,True
ENSP00000260795,True,True,False,True
ENSP00000231803,True,True,False,True
ENSP00000427289,True,True,False,True
ENSP00000424905,True,False,False,True
ENSP00000377259,True,False,False,True
ENSP00000426492,True,False,False,True
ENSP00000424960,True,False,False,True
ENSP00000292408,True,False,False,True
ENSP00000427222,True,False,False,True
ENSP00000422889,True,False,False,True
ENSP00000377254,True,False,False,True
ENSP00000395164,True,False,False,True
ENSP00000424670,True,False,False,True
ENSP00000507894,False,False,True,True
ENSP00000508203,False,False,True,True
ENSP00000355518,False,False,True,True
ENSP00000506864,False,False,True,True
ENSP00000418582,False,True,True,True
ENSP00000417557,False,True,True,True
ENSP00000417480,False,True,True,True
ENSP00000418596,False,True,True,True
ENSP00000515302,False,True,False,True
ENSP00000515303,False,True,False,True
ENSP00000515304,False,True,False,True
ENSP00000515305,False,True,False,True
ENSP00000515306,False,True,False,True
ENSP00000515307,False,True,False,True
ENSP00000515308,False,True,False,True
ENSP00000515309,False,True,False,True
ENSP00000515310,False,True,False,True
ENSP00000515311,False,True,False,True
ENSP00000421691,False,True,False,True
ENSP00000515312,False,True,False,True
ENSP00000515313,False,True,False,True
ENSP00000515314,False,True,False,True
ENSP00000515315,False,True,False,True
ENSP00000515316,False,True,False,True
ENSP00000515317,False,True,False,True
ENSP00000515318,False,True,False,True
ENSP00000515319,False,True,False,True
ENSP00000515320,False,True,False,True
ENSP00000515321,False,True,False,True
ENSP00000515322,False,True,False,True
ENSP00000515323,False,True,False,True
ENSP00000515324,False,True,False,True
ENSP00000515325,False,True,False,True
ENSP00000515326,False,True,False,True
ENSP00000515327,False,True,False,True
ENSP00000336752,False,True,False,True
ENSP00000515328,False,True,False,True
ENSP00000515329,False,True,False,True
ENSP00000515330,False,True,False,True
ENSP00000515331,False,True,False,True
ENSP00000515332,False,True,False,True
ENSP00000515333,False,True,False,True
ENSP00000515334,False,True,False,True
ENSP00000515335,False,True,False,True
ENSP00000515336,False,True,False,True
ENSP00000515337,False,True,False,True
ENSP00000515338,False,True,False,True
ENSP00000515339,False,True,False,True
ENSP00000515340,False,True,False,True
ENSP00000515341,False,True,False,True
ENSP00000515342,False,True,False,True
ENSP00000351383,False,True,False,True
ENSP00000425456,False,True,False,True
ENSP00000302993,False,True,False,True
ENSP00000515343,False,True,False,True
ENSP00000515344,False,True,False,True
ENSP00000515345,False,True,False,True
ENSP00000515346,False,True,False,True
ENSP00000421241,False,True,False,True
ENSP00000439250,False,False,False,True
ENSP00000242209,False,False,False,True
ENSP00000391034,False,False,False,True
ENSP00000441317,False,False,False,True
ENSP00000285071,False,False,True,True
ENSP00000373821,False,False,True,True
ENSP00000410410,False,False,True,True
ENSP00000463970,False,False,True,True
ENSP00000477262,True,True,False,True
ENSP00000513017,True,True,False,True
ENSP00000339627,True,True,False,True
ENSP00000476428,True,True,False,True
ENSP00000281428,True,True,False,True
ENSP00000433488,True,True,False,True
ENSP00000399985,True,True,False,True
ENSP00000432950,True,True,False,True
ENSP00000408921,False,False,False,True
ENSP00000416926,False,False,False,True
ENSP00000353467,False,False,False,True
ENSP00000358872,False,False,False,True
ENSP00000503392,False,False,False,True
ENSP00000480593,False,False,False,True
ENSP00000358866,False,False,False,True
ENSP00000501210,False,False,False,True
ENSP00000397824,False,False,False,True
ENSP00000405458,False,False,False,True
ENSP00000398215,False,False,False,True
ENSP00000241453,True,False,False,True
ENSP00000370374,True,False,False,True
ENSP00000261937,True,False,False,True
ENSP00000377016,True,False,False,True
ENSP00000426057,True,False,False,True
ENSP00000481134,True,False,False,True
ENSP00000421535,True,False,False,True
ENSP00000515374,False,True,False,True
ENSP00000413625,False,True,False,True
ENSP00000514403,False,True,False,True
ENSP00000515375,False,True,False,True
ENSP00000415602,False,True,False,True
