,degree_mean,cancer_density,n_tsg_edges,n_oncogene_edges,n_tsg_oncogene_edges
97,78.78925035360679,0.004191192085618922,192,203,385
98,78.37906647807638,0.004255302098400856,248,195,398
99,78.6958981612447,0.004223247092009889,207,187,378
100,79.05657708628006,0.0041030408180437634,194,172,378
101,78.33239038189534,0.00436749462076924,207,205,421
102,78.29702970297029,0.0040990339422448925,186,201,393
103,78.72135785007072,0.004343453365976015,223,199,395
104,78.63224893917963,0.00417917145822231,195,191,346
105,78.71570014144271,0.0040990339422448925,191,219,397
106,78.86138613861387,0.004131088948635859,202,194,407
107,78.3055162659123,0.004018896426267475,201,190,376
108,79.04384724186704,0.004010882674669734,217,176,378
109,78.6082036775106,0.004215233340412147,204,206,416
110,79.30975954738331,0.004279343353194081,203,218,421
111,78.48656294200849,0.004199205837216664,208,193,404
112,78.41867043847242,0.004191192085618922,203,194,405
113,78.75954738330977,0.00445965276414327,204,205,406
114,78.4045261669024,0.004163143955026826,205,205,395
115,79.01980198019803,0.0043594808691714984,179,191,405
116,79.08769448373408,0.0040429376810607,226,207,397
117,78.75247524752476,0.004131088948635859,186,215,358
118,78.7001414427157,0.004030917053664087,212,176,342
119,78.5926449787836,0.004203212713015535,204,223,392
120,78.66053748231965,0.004347460241774886,200,208,387
121,78.48514851485149,0.004091020190647151,208,198,405
122,78.74964639321075,0.004167150830825697,202,192,400
123,78.35360678925035,0.004131088948635859,191,206,388
124,78.43564356435644,0.004107047693842634,211,189,378
125,78.32248939179632,0.004151123327630213,182,218,408
126,79.46817538896747,0.004375508372366982,206,203,416
127,78.97878359264497,0.0043194121111827894,213,166,411
128,79.41018387553041,0.004163143955026826,199,189,380
129,79.23196605374824,0.004163143955026826,208,216,392
130,78.44978783592644,0.004074992687451667,177,197,364
131,78.22489391796323,0.004139102700233601,221,195,382
132,78.25318246110325,0.003990848295675379,185,199,385
133,78.81612446958981,0.004115061445440375,184,183,399
134,78.32107496463932,0.004030917053664087,185,200,381
135,78.75813295615276,0.0041030408180437634,214,191,418
136,79.02121640735503,0.004251295222601985,206,214,392
137,78.7114568599717,0.004243281471004243,205,202,414
138,78.87553041018387,0.004343453365976015,213,220,434
139,79.15558698727015,0.0040990339422448925,166,186,398
140,78.5106082036775,0.004030917053664087,198,176,367
141,78.27015558698727,0.0040990339422448925,192,188,373
142,78.35077793493635,0.004183178334021181,195,218,369
143,78.4031117397454,0.004119068321239246,212,192,400
144,78.88118811881188,0.004115061445440375,203,191,383
145,78.81895332390381,0.004074992687451667,200,204,383
146,79.44554455445545,0.004207219588814405,219,219,414
147,78.53889674681754,0.004002868923071992,183,187,381
148,78.15558698727015,0.004171157706624568,214,199,401
149,78.90523338048091,0.0044035565029590775,217,218,384
150,78.86280056577087,0.004070985811652796,204,177,385
151,78.64356435643565,0.003986841419876508,171,185,369
152,78.65487977369166,0.004078999563250538,217,173,385
153,78.95049504950495,0.004239274595205372,199,200,442
154,78.8981612446959,0.004343453365976015,204,202,427
155,78.92220650636492,0.004471673391539883,219,209,418
156,78.02545968882603,0.004207219588814405,183,202,409
157,78.09193776520509,0.004123075197038117,188,191,381
158,78.45968882602546,0.004111054569641505,206,181,396
159,78.97029702970298,0.004267322725797469,224,182,404
160,78.58557284299859,0.004399549627160207,217,220,410
161,79.00990099009901,0.004191192085618922,212,176,367
162,78.44130127298445,0.004199205837216664,230,180,375
163,78.54455445544555,0.004335439614378273,221,214,410
164,79.37340876944837,0.004291363980590694,218,189,406
165,78.93210749646393,0.004219240216211018,230,186,394
166,78.87835926449787,0.004215233340412147,211,211,406
167,78.48090523338048,0.004107047693842634,197,187,381
168,78.36067892503536,0.004327425862780531,205,196,422
169,78.995756718529,0.004123075197038117,202,200,398
170,78.54172560113155,0.0041471164518313425,182,186,406
171,78.55586987270155,0.004199205837216664,206,187,384
172,79.27157001414427,0.0042312608436076305,226,192,391
173,78.32248939179632,0.0041030408180437634,209,192,420
174,78.53041018387553,0.0042312608436076305,202,190,363
175,78.88967468175389,0.0040629720600550544,193,189,385
176,78.5912305516266,0.004083006439049409,198,217,393
177,78.13012729844414,0.0040589651842561835,191,191,376
178,79.35360678925035,0.004559824659115042,219,222,441
179,79.35785007072135,0.004291363980590694,202,174,397
180,78.96463932107497,0.004066978935853925,177,210,377
181,78.88260254596888,0.004175164582423439,218,209,394
182,78.78217821782178,0.004283350228992952,189,190,413
183,78.36633663366337,0.004159137079227955,198,193,379
184,78.84441301272985,0.004151123327630213,210,203,399
185,78.55869872701555,0.004159137079227955,199,184,391
186,78.53606789250354,0.0042312608436076305,207,191,372
187,78.97454031117397,0.004054958308457313,209,193,407
188,79.00707213578501,0.004251295222601985,220,205,382
189,78.9024045261669,0.004255302098400856,183,188,395
190,79.08628005657708,0.004239274595205372,187,229,391
191,77.77652050919377,0.004006875798870863,193,163,379
192,79.00848656294201,0.004475680267338754,219,190,444
193,79.08769448373408,0.004159137079227955,214,196,410
194,78.56859971711457,0.004131088948635859,209,191,374
195,79.5077793493635,0.004291363980590694,199,202,411
196,78.54738330975955,0.0040589651842561835,193,172,365
197,78.54314002828855,0.004163143955026826,211,186,398
198,78.26874115983027,0.0040629720600550544,214,191,383
199,78.4045261669024,0.004171157706624568,183,190,375
200,78.54031117397454,0.004307391483786177,210,216,417
201,78.63507779349364,0.004199205837216664,216,186,400
202,79.4087694483734,0.004383522123964724,207,236,399
203,78.3946251768034,0.004311398359585048,217,188,409
204,79.75813295615276,0.004479687143137625,208,221,423
205,78.90664780763791,0.004279343353194081,200,194,398
206,79.08203677510608,0.004435611509350045,214,219,429
207,79.14144271570014,0.004183178334021181,210,213,408
208,78.62234794908062,0.004211226464613276,210,221,386
209,79.01272984441302,0.00417917145822231,190,190,404
210,78.65912305516265,0.00413509582443473,196,178,371
211,78.5983026874116,0.004251295222601985,216,180,400
212,79.0990099009901,0.004247288346803114,192,203,433
213,79.54172560113155,0.003926738282893446,173,203,374
214,78.38048090523338,0.00427533647739521,199,193,369
215,78.31683168316832,0.004219240216211018,213,192,389
216,78.4893917963225,0.004078999563250538,199,191,396
217,78.93069306930693,0.00408701331484828,209,194,393
218,78.11598302687412,0.004279343353194081,207,208,395
219,78.63507779349364,0.004331432738579402,218,214,405
220,78.72277227722772,0.004111054569641505,199,186,381
221,78.27298444130128,0.0040589651842561835,201,212,349
222,78.73550212164074,0.004267322725797469,192,216,402
223,78.37340876944837,0.004291363980590694,215,195,400
224,79.7934936350778,0.0044436252609477865,214,211,420
225,78.80480905233381,0.004235267719406501,201,203,405
226,78.32248939179632,0.004203212713015535,180,202,413
227,78.87411598302687,0.004131088948635859,206,185,384
228,78.45120226308345,0.004159137079227955,204,206,391
229,78.07779349363508,0.003998862047273121,185,198,384
230,78.97454031117397,0.004171157706624568,221,183,383
231,78.33097595473834,0.004287357104791823,183,200,406
232,78.94766619519095,0.004287357104791823,198,218,391
233,78.58132956152758,0.003990848295675379,195,186,384
234,78.14851485148515,0.004163143955026826,206,205,390
235,78.07213578500708,0.003914717655496833,183,201,377
236,78.83875530410184,0.004203212713015535,198,208,398
237,79.36067892503536,0.004479687143137625,215,197,421
238,79.17538896746818,0.004183178334021181,189,186,424
239,78.9024045261669,0.004171157706624568,187,200,398
240,78.78217821782178,0.00427533647739521,241,226,414
241,78.13861386138613,0.004215233340412147,208,189,396
242,79.08062234794907,0.004427597757752303,218,230,430
243,78.7977369165488,0.004183178334021181,209,184,412
244,78.99009900990099,0.004287357104791823,212,179,406
245,78.39745403111739,0.004287357104791823,188,193,401
246,78.82885431400283,0.0044035565029590775,224,209,419
247,78.98727015558698,0.004203212713015535,216,188,374
248,78.95332390381895,0.004191192085618922,221,195,373
249,78.96463932107497,0.004391535875562465,224,212,387
250,78.26166902404526,0.004030917053664087,200,166,394
251,79.0,0.004078999563250538,191,186,396
252,78.6067892503536,0.004339446490177144,231,206,416
253,78.44554455445545,0.004091020190647151,214,185,385
254,78.71711456859971,0.004131088948635859,217,186,355
255,78.65770862800566,0.00422725396780876,184,202,412
256,78.85148514851485,0.004291363980590694,197,209,419
257,79.15417256011315,0.004379515248165853,211,190,386
258,79.08062234794907,0.004247288346803114,192,208,411
259,79.00707213578501,0.004223247092009889,199,190,397
260,78.46251768033946,0.004199205837216664,205,196,380
261,78.75530410183876,0.004163143955026826,197,195,384
262,78.91371994342292,0.00422725396780876,200,210,407
263,78.98585572842998,0.004219240216211018,219,206,392
264,79.41018387553041,0.004223247092009889,231,182,394
265,79.29561527581329,0.004091020190647151,195,202,385
266,78.5049504950495,0.0040589651842561835,189,197,389
267,78.17538896746818,0.004123075197038117,202,196,368
268,79.18953323903818,0.004335439614378273,195,208,393
269,78.47241867043847,0.003966807040882154,190,189,390
270,78.76944837340876,0.004347460241774886,192,210,403
271,78.96746817538897,0.004191192085618922,214,215,392
272,78.93352192362093,0.0043554739933726275,227,195,430
273,79.15983026874116,0.004255302098400856,185,187,397
274,78.64497878359265,0.004183178334021181,206,204,386
275,78.82178217821782,0.004379515248165853,248,202,395
276,78.54314002828855,0.004223247092009889,208,196,389
277,79.06082036775106,0.00399485517147425,206,187,381
278,78.54455445544555,0.0040229033020663454,201,177,393
279,78.68175388967468,0.004199205837216664,206,191,366
280,78.21074964639321,0.0040990339422448925,181,184,375
281,78.58415841584159,0.004307391483786177,208,198,411
282,78.44837340876944,0.004078999563250538,219,196,382
283,79.21782178217822,0.0044436252609477865,215,239,425
284,79.21640735502122,0.004115061445440375,180,201,392
285,78.77227722772277,0.00427533647739521,207,206,408
286,78.61669024045261,0.004387528999763595,209,213,424
287,78.81895332390381,0.004034923929462958,205,179,386
288,78.70862800565772,0.004131088948635859,213,184,384
289,78.17397454031118,0.003966807040882154,191,170,349
290,78.83592644978783,0.004475680267338754,221,196,421
291,78.66760961810466,0.004155130203429084,195,234,390
292,79.12022630834512,0.00436749462076924,206,196,405
293,78.06647807637907,0.003958793289284412,206,166,352
294,78.88118811881188,0.004159137079227955,197,210,387
295,79.33521923620934,0.0043594808691714984,211,227,431
296,79.08910891089108,0.004211226464613276,196,211,406
297,78.18104667609619,0.004203212713015535,214,202,398
298,78.17963224893919,0.0040589651842561835,202,190,380
299,79.15841584158416,0.00422725396780876,212,182,373
300,78.06506364922207,0.004199205837216664,204,198,389
301,78.42574257425743,0.003930745158692316,188,185,378
302,78.17963224893919,0.004002868923071992,220,201,405
303,78.71428571428571,0.004267322725797469,203,207,410
304,78.57284299858557,0.004239274595205372,205,198,425
305,79.23196605374824,0.004463659639942141,207,208,446
306,78.22489391796323,0.004115061445440375,216,195,374
307,78.60113154172561,0.0042312608436076305,179,207,413
308,78.62517680339462,0.004107047693842634,216,189,415
309,79.05233380480905,0.004119068321239246,228,183,395
310,78.34370579915134,0.004050951432658442,211,205,372
311,78.48090523338048,0.004127082072836988,199,202,385
312,78.76803394625176,0.0043154052353839185,236,186,387
313,77.94342291371994,0.0040990339422448925,203,174,412
314,78.43564356435644,0.004207219588814405,218,206,409
315,78.61810466760961,0.004107047693842634,167,212,351
316,78.63649222065064,0.004050951432658442,193,184,372
317,78.82036775106081,0.004199205837216664,198,184,391
318,78.98161244695898,0.004203212713015535,216,216,382
319,78.74398868458275,0.004139102700233601,215,195,378
320,78.36350777934936,0.0044877008947353655,209,227,402
321,78.83734087694484,0.004351467117573757,220,214,379
322,78.73833097595474,0.003998862047273121,205,191,382
323,78.58557284299859,0.004379515248165853,208,217,434
324,78.41584158415841,0.004211226464613276,209,208,427
325,78.7977369165488,0.004239274595205372,189,202,422
326,79.17821782178218,0.004419584006154561,201,229,444
327,78.7963224893918,0.004083006439049409,205,170,396
328,78.72842998585573,0.004383522123964724,220,181,402
329,78.25176803394625,0.004131088948635859,215,194,408
330,78.73267326732673,0.004243281471004243,198,213,383
331,79.3026874115983,0.00422725396780876,200,208,375
332,79.17680339462518,0.004199205837216664,218,188,379
333,78.27157001414427,0.004006875798870863,187,175,389
334,78.72418670438472,0.0041471164518313425,180,205,361
335,78.29702970297029,0.004143109576032472,202,185,364
336,78.41018387553041,0.004191192085618922,202,220,408
337,78.74115983026874,0.004115061445440375,189,193,389
338,79.57850070721358,0.004371501496568111,206,174,411
339,78.45120226308345,0.004175164582423439,217,214,380
340,79.2871287128713,0.0044035565029590775,217,198,421
341,78.99292786421499,0.004287357104791823,221,207,394
342,78.74257425742574,0.004243281471004243,209,199,403
343,79.22065063649222,0.004091020190647151,199,196,382
344,78.76944837340876,0.004167150830825697,232,209,410
345,78.46534653465346,0.004006875798870863,210,198,367
346,78.52050919377652,0.004207219588814405,200,217,382
347,78.54172560113155,0.004115061445440375,213,194,380
348,78.78783592644979,0.004239274595205372,215,221,387
349,78.41584158415841,0.004143109576032472,203,170,422
350,78.36350777934936,0.004255302098400856,185,196,396
351,78.64497878359265,0.004139102700233601,228,193,394
352,78.87270155586987,0.004191192085618922,193,200,354
353,78.29561527581329,0.004002868923071992,213,200,380
354,79.19236209335219,0.004107047693842634,199,205,372
355,78.68458274398868,0.004030917053664087,201,188,375
356,78.44695898161245,0.004515749025327462,229,208,411
357,78.62376237623762,0.003938758910290057,192,170,354
358,78.82036775106081,0.0040629720600550544,224,186,373
359,78.71711456859971,0.004311398359585048,214,190,383
360,78.52475247524752,0.004131088948635859,195,189,396
361,78.75530410183876,0.004010882674669734,193,194,366
362,78.54879773691655,0.004303384607987306,207,238,397
363,78.97171145685998,0.004595886541304879,234,238,410
364,79.23903818953323,0.004331432738579402,182,190,381
365,78.6110325318246,0.0040990339422448925,197,193,386
366,78.34370579915134,0.004335439614378273,206,190,422
367,78.65770862800566,0.004018896426267475,193,183,355
368,78.41301272984441,0.004243281471004243,213,198,400
369,78.88543140028288,0.004411570254556819,198,212,392
370,78.42998585572843,0.0040429376810607,195,186,388
371,78.4087694483734,0.004511742149528591,259,192,435
372,78.002828854314,0.0039347520344911865,196,193,396
373,78.86138613861387,0.00413509582443473,199,193,402
374,78.66336633663366,0.00417917145822231,213,197,416
375,78.48797736916549,0.0041471164518313425,221,204,404
376,78.62800565770863,0.004411570254556819,220,218,416
377,78.82319660537482,0.004303384607987306,200,191,416
378,79.11173974540311,0.004255302098400856,194,202,411
379,79.09335219236209,0.004291363980590694,223,215,399
380,79.04667609618105,0.004339446490177144,208,221,392
381,78.64780763790665,0.004347460241774886,199,187,397
382,78.97595473833097,0.004038930805261829,208,192,391
383,78.86421499292787,0.004171157706624568,207,201,381
384,78.78642149929279,0.004219240216211018,219,210,404
385,78.57284299858557,0.004475680267338754,234,217,417
386,79.11739745403112,0.004379515248165853,207,202,404
387,79.0961810466761,0.0040429376810607,206,194,372
388,78.41442715700141,0.0040229033020663454,195,198,367
389,78.71570014144271,0.004171157706624568,186,196,381
390,78.6096181046676,0.004091020190647151,186,177,402
391,79.03111739745403,0.004131088948635859,189,219,374
392,78.42291371994342,0.004107047693842634,196,192,395
393,78.86704384724187,0.004347460241774886,203,236,398
394,78.32956152758133,0.0042713296015963395,187,195,389
395,79.28288543140029,0.0042713296015963395,205,192,404
396,78.7991513437058,0.004331432738579402,225,209,419
397,79.02263083451203,0.004263315849998598,186,220,381
398,78.5077793493635,0.004167150830825697,226,190,397
399,78.82178217821782,0.0042312608436076305,204,186,409
400,78.07355021216408,0.003954786413485541,188,197,378
401,78.73408769448373,0.004191192085618922,222,195,391
402,78.94766619519095,0.00436749462076924,197,206,410
403,78.90523338048091,0.0041030408180437634,214,177,385
404,78.52050919377652,0.004279343353194081,194,214,406
405,79.04101838755304,0.00399485517147425,210,199,352
406,78.81612446958981,0.004167150830825697,220,180,405
407,78.97029702970298,0.004251295222601985,206,193,403
408,78.55869872701555,0.004123075197038117,217,184,379
409,78.82319660537482,0.004195198961417793,223,178,398
410,79.45120226308345,0.004303384607987306,235,211,393
411,79.002828854314,0.00422725396780876,195,192,415
412,78.42998585572843,0.004251295222601985,207,203,395
413,78.98161244695898,0.00436749462076924,207,192,411
414,78.77793493635077,0.004307391483786177,223,208,411
415,78.82178217821782,0.004307391483786177,215,189,406
416,78.72418670438472,0.004283350228992952,212,197,421
417,79.14992927864215,0.004427597757752303,216,214,424
418,78.5063649222065,0.004038930805261829,191,170,397
419,78.70721357850071,0.004383522123964724,239,184,415
420,78.22913719943423,0.0038986901523013493,201,177,365
421,79.42998585572843,0.004107047693842634,210,187,404
422,78.73974540311174,0.004119068321239246,202,182,383
423,78.33097595473834,0.004163143955026826,204,201,350
424,79.0,0.004123075197038117,192,207,390
425,78.68882602545969,0.004143109576032472,187,189,387
426,78.98161244695898,0.004279343353194081,217,183,382
427,78.08628005657708,0.003998862047273121,192,195,386
428,78.74257425742574,0.004251295222601985,209,216,400
429,78.69024045261669,0.004251295222601985,193,223,393
430,78.38613861386139,0.004123075197038117,201,211,415
431,79.43988684582744,0.00427533647739521,197,204,402
432,78.87977369165488,0.004447632136746657,211,201,425
433,78.77227722772277,0.004223247092009889,192,195,375
434,79.15558698727015,0.004211226464613276,203,211,413
435,78.91513437057992,0.0041871852098200515,209,207,388
436,78.26166902404526,0.004307391483786177,204,195,452
437,78.82602545968882,0.0040589651842561835,197,211,359
438,78.78783592644979,0.004123075197038117,211,201,385
439,78.51626591230551,0.004343453365976015,214,205,425
440,78.66902404526166,0.004251295222601985,183,190,390
441,78.90947666195191,0.0042312608436076305,216,208,364
442,78.55445544554455,0.004279343353194081,230,189,385
443,78.63932107496464,0.004034923929462958,198,183,397
444,78.7949080622348,0.004351467117573757,206,202,407
445,78.73691654879774,0.004123075197038117,203,207,373
446,79.01555869872702,0.004327425862780531,255,196,412
447,79.1994342291372,0.004107047693842634,199,208,372
448,79.24752475247524,0.00445965276414327,210,210,434
449,78.28571428571429,0.004006875798870863,208,182,379
450,78.6987270155587,0.004203212713015535,199,225,401
451,79.27864214992928,0.004203212713015535,221,177,386
452,78.36209335219236,0.004159137079227955,209,209,424
453,78.60396039603961,0.003918724531295704,165,210,333
454,78.58557284299859,0.004163143955026826,199,177,396
455,79.04526166902404,0.004175164582423439,200,197,405
456,77.85997171145686,0.0038786557733069948,195,151,373
457,78.95615275813296,0.004046944556859571,201,195,379
458,78.98585572842998,0.004167150830825697,205,210,376
459,78.37623762376238,0.004171157706624568,207,182,384
460,78.67326732673267,0.003978827668278766,212,161,373
461,78.80339462517681,0.004083006439049409,198,182,395
462,78.72842998585573,0.004251295222601985,194,194,405
463,78.55728429985855,0.004171157706624568,209,187,381
464,78.87553041018387,0.004030917053664087,203,180,365
465,78.54031117397454,0.0039748207924798955,173,191,394
466,78.82036775106081,0.004351467117573757,241,194,417
467,78.56577086280056,0.004327425862780531,198,218,413
468,79.0990099009901,0.004119068321239246,199,210,372
469,78.84158415841584,0.00417917145822231,215,206,391
470,78.91089108910892,0.004107047693842634,197,200,438
471,78.4908062234795,0.00408701331484828,208,160,383
472,78.80622347949081,0.004183178334021181,217,188,414
473,79.56294200848656,0.004475680267338754,217,220,442
474,79.05091937765205,0.004247288346803114,205,191,401
475,78.83875530410184,0.004307391483786177,193,207,372
476,78.53748231966054,0.004223247092009889,227,180,373
477,78.68316831683168,0.004263315849998598,215,199,425
478,79.43988684582744,0.004243281471004243,201,221,385
479,79.53182461103253,0.00417917145822231,194,198,396
480,78.62942008486563,0.00399485517147425,182,209,374
481,78.52616690240453,0.004066978935853925,204,194,401
482,78.33239038189534,0.004291363980590694,203,204,400
483,79.23762376237623,0.004235267719406501,204,188,392
484,79.22630834512023,0.004283350228992952,174,195,391
485,78.39745403111739,0.004034923929462958,186,190,381
486,78.73833097595474,0.00417917145822231,202,191,427
487,78.91513437057992,0.0042713296015963395,202,200,436
488,79.03536067892503,0.004078999563250538,204,209,403
489,78.95190947666195,0.0040990339422448925,190,194,377
490,78.92927864214992,0.004219240216211018,204,193,380
491,78.6958981612447,0.0043194121111827894,233,189,415
492,78.65346534653466,0.004347460241774886,183,176,396
493,78.42857142857143,0.004183178334021181,216,201,391
494,78.97171145685998,0.004291363980590694,213,209,415
495,78.99434229137199,0.004074992687451667,194,195,382
496,78.77369165487977,0.004163143955026826,194,174,371
497,78.93776520509194,0.004199205837216664,178,181,392
498,78.8967468175389,0.004247288346803114,203,200,403
499,78.52475247524752,0.004171157706624568,196,232,403
500,78.71852899575671,0.004263315849998598,180,202,402
501,78.33946251768035,0.004151123327630213,216,185,375
502,78.91089108910892,0.004267322725797469,217,199,401
503,78.17397454031118,0.003790504505731836,187,182,341
504,78.78642149929279,0.004203212713015535,213,213,383
505,78.80480905233381,0.0040589651842561835,215,178,387
506,78.85007072135785,0.004151123327630213,206,190,398
507,78.57425742574257,0.00432341898698166,234,179,416
508,78.86280056577087,0.0041871852098200515,215,197,402
509,79.03677510608203,0.0040629720600550544,176,199,384
510,78.62517680339462,0.004167150830825697,198,189,410
511,78.86138613861387,0.00432341898698166,195,211,415
512,78.97029702970298,0.0040429376810607,207,192,352
513,78.53323903818954,0.004175164582423439,231,188,374
514,78.71711456859971,0.003930745158692316,187,201,349
515,78.87128712871286,0.004351467117573757,211,209,403
516,78.5954738330976,0.0040629720600550544,182,186,385
517,78.29137199434228,0.004078999563250538,200,194,366
518,78.66902404526166,0.004243281471004243,200,212,397
519,79.16831683168317,0.004002868923071992,178,192,398
520,78.95049504950495,0.004159137079227955,208,211,411
521,79.07920792079207,0.00427533647739521,199,209,398
522,79.39603960396039,0.004195198961417793,203,205,378
523,78.61386138613861,0.004419584006154561,242,192,441
524,78.44413012729845,0.004247288346803114,176,196,412
525,78.13861386138613,0.004151123327630213,213,171,389
526,78.23762376237623,0.004239274595205372,193,217,390
527,79.44978783592644,0.004335439614378273,195,217,389
528,78.4936350777935,0.0042713296015963395,201,207,409
529,78.37765205091938,0.004074992687451667,200,210,370
530,78.9024045261669,0.0041871852098200515,231,197,419
531,78.66478076379066,0.004283350228992952,217,201,384
532,78.85007072135785,0.004207219588814405,189,194,400
533,78.4893917963225,0.0041871852098200515,233,204,395
534,78.73691654879774,0.00445965276414327,218,203,407
535,78.80905233380481,0.004107047693842634,190,195,401
536,78.47383309759547,0.00422725396780876,213,205,408
537,78.78642149929279,0.004163143955026826,180,211,392
538,78.82319660537482,0.004095027066446022,207,203,391
539,78.38613861386139,0.004223247092009889,200,201,351
540,78.65770862800566,0.004295370856389565,203,213,402
541,79.25742574257426,0.0040990339422448925,211,195,391
542,78.002828854314,0.003990848295675379,191,197,382
543,78.67751060820368,0.0042713296015963395,208,191,375
544,78.44413012729845,0.004107047693842634,204,199,366
545,78.96746817538897,0.003998862047273121,184,175,359
546,78.71428571428571,0.0041871852098200515,223,203,386
547,78.45261669024045,0.004143109576032472,218,213,386
548,78.88543140028288,0.004295370856389565,209,216,397
549,78.96039603960396,0.004447632136746657,224,205,406
550,78.5983026874116,0.0042713296015963395,201,205,380
